antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
garden_tools,computers_accessories,0.10055096418732783,0.07024793388429752,0.012396694214876033,0.1232876712328767,1.7550362610797743,1.0,0.00533319673064226,1.060498450413223,0.47830525778458394,0.0782608695652174,0.05704718417047183,0.1498791297340854
computers_accessories,garden_tools,0.07024793388429752,0.10055096418732783,0.012396694214876033,0.17647058823529413,1.7550362610797745,1.0,0.00533319673064226,1.0921881149153878,0.462716049382716,0.0782608695652174,0.08440681019727952,0.1498791297340854
cool_stuff,computers_accessories,0.08953168044077135,0.07024793388429752,0.006887052341597796,0.07692307692307693,1.0950226244343892,1.0,0.0005976367734444364,1.0072314049586777,0.0953101361573373,0.04504504504504505,0.007179487179487182,0.08748114630467571
computers_accessories,cool_stuff,0.07024793388429752,0.08953168044077135,0.006887052341597796,0.09803921568627451,1.095022624434389,1.0,0.0005976367734444364,1.0094322673374057,0.09333333333333327,0.04504504504504505,0.009344130995817384,0.08748114630467571
sports_leisure,computers_accessories,0.09228650137741047,0.07024793388429752,0.004132231404958678,0.04477611940298507,0.6374012291483757,1.0,-0.002350704642214785,0.9733341942148761,-0.3852611940298507,0.026086956521739132,-0.027396351575456057,0.05179982440737489
computers_accessories,sports_leisure,0.07024793388429752,0.09228650137741047,0.004132231404958678,0.058823529411764705,0.6374012291483757,1.0,-0.002350704642214785,0.9644455922865014,-0.37959558823529416,0.026086956521739132,-0.03686512541283585,0.05179982440737489
computers_accessories,bed_bath_table,0.07024793388429752,0.2727272727272727,0.0013774104683195593,0.0196078431372549,0.07189542483660132,1.0,-0.017781116954670672,0.7418181818181818,-0.9328157659002687,0.00403225806451613,-0.3480392156862745,0.012329174093879977
housewares,computers_accessories,0.14049586776859505,0.07024793388429752,0.005509641873278237,0.0392156862745098,0.5582468281430218,1.0,-0.0043599025567470345,0.9677011300387923,-0.4793491864831038,0.026845637583892617,-0.033376906318082794,0.058823529411764705
computers_accessories,housewares,0.07024793388429752,0.14049586776859505,0.005509641873278237,0.0784313725490196,0.5582468281430218,1.0,-0.0043599025567470345,0.9326534200808863,-0.45978391356542614,0.026845637583892617,-0.07220965309200604,0.058823529411764705
computers_accessories,furniture_decor,0.07024793388429752,0.2796143250688705,0.0013774104683195593,0.0196078431372549,0.07012460156476384,1.0,-0.018264918152220932,0.7347933884297521,-0.9344787419918462,0.003952569169960475,-0.3609267798897762,0.01226697575581957
health_beauty,computers_accessories,0.09641873278236915,0.07024793388429752,0.0013774104683195593,0.014285714285714285,0.20336134453781513,1.0,-0.005395806297384059,0.9432267337405676,-0.8125714285714286,0.008333333333333333,-0.0601904761904762,0.016946778711484593
computers_accessories,health_beauty,0.07024793388429752,0.09641873278236915,0.0013774104683195593,0.0196078431372549,0.20336134453781513,1.0,-0.005395806297384059,0.9216528925619836,-0.8081841432225064,0.008333333333333333,-0.08500717360114778,0.016946778711484593
